time,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahamas,Bosnia and Herzegovina,Belarus,Belize,Bolivia,Brazil,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Costa Rica,Cuba,Cyprus,Czech Republic,Germany,Djibouti,Denmark,Dominican Republic,Algeria,Ecuador,Egypt,Eritrea,Spain,Estonia,Ethiopia,Finland,Fiji,France,Gabon,United Kingdom,Georgia,Ghana,Guinea,Gambia,Guinea-Bissau,Equatorial Guinea,Greece,Greenland,Guatemala,Guyana,Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,Iran,Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,South Korea,Kuwait,Lao PDR,Lebanon,Liberia,Libya,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,Moldova,Madagascar,Mexico,North Macedonia,Mali,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Malawi,Malaysia,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Poland,Puerto Rico,North Korea,Portugal,Paraguay,West Bank and Gaza,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan,Senegal,Solomon Islands,Sierra Leone,El Salvador,Somalia,Serbia,South Sudan,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Trinidad and Tobago,Tunisia,Turkey,Tanzania,Uganda,Ukraine,Uruguay,USA,Uzbekistan,Venezuela,Vietnam,Vanuatu,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1988,,1469382980.0,,,2696341658.0,,5836347868.0,1713954577.0,,34255493.43,4097149308.0,36931589.27,57186887.27,331995586.6,,,,,,92916951.67,5874167753.0,178392184.5,,93747094.76,,9897335684.0,3276156632.0,999951022.8,,128102253.5,154370685.7,214939929.1,,862374404.2,0.0,,243815864.4,,35096843456.0,31059919.76,2320423440.0,47296368.76,1028611425.0,198000000.0,4453565066.0,,8900414227.0,,614855072.5,1704330620.0,24673835.53,36104962946.0,,34304125087.0,,22760424.65,,2161462.759,,,2749556829.0,,146588384.4,11020000.0,132000000.0,,1972400.0,1027508668.0,1356706413.0,11346419153.0,453486447.0,18889008563.0,,0.0,7694798541.0,17403664790.0,30932577.82,587776388.5,28216102753.0,,250942407.5,,,7732395676.0,1704123944.0,,39317743.08,25000000.0,,165486625.5,16956458.63,,86015559.6,,917269144.8,,32904438.55,981914645.6,,48011066.05,255256828.5,,,63852700.4,42983864.11,20167493.07,855741986.7,,,,271106046.5,,6728811707.0,2894745726.0,35789121.14,961838312.4,1148894668.0,2721723240.0,102900000.0,736618231.5,931561008.2,46294747.84,1783781524.0,,,1347837652.0,178435818.2,,982554945.1,2524357529.0,,36626347.16,13354666667.0,369333333.3,105288603.6,,9011475.022,178963345.2,49500000.0,,,,,,4917620754.0,8720150.255,3722802548.0,77892079.18,43089092.42,1809003357.0,,,,,232920340.8,2663901290.0,124833697.7,140904123.0,,259967029.9,293000000000.0,,1096551724.0,1305814502.0,,,4263086823.0,86740656.33,407050000.0
1989,,1948559396.0,,,1440922190.0,,6300015815.0,1623488055.0,,37903281.72,3880733006.0,28525930.38,66816506.17,378796135.2,2071428571.0,,,,4355375.0,101690872.4,8761486966.0,186129028.9,,102798415.8,,10747134689.0,3082038963.0,988934423.2,11403453020.0,129676998.7,146869357.5,67494749.1,,865205662.8,0.0,,244995663.3,,33604161248.0,31088053.75,2183667160.0,53517350.16,854300945.3,189000000.0,3516344801.0,,9302930296.0,,781521739.1,1766586166.0,29083211.42,35317062940.0,,33498698405.0,,22626966.33,,2722988.351,4434725.155,,2560254614.0,,151627061.3,6023830.213,138000000.0,,2231550.0,812646128.2,1409556738.0,10589796925.0,434222056.0,16301812932.0,,0.0,6270727555.0,17675486539.0,40933809.6,382891036.2,27966353542.0,,228606149.0,,,9468974884.0,2076390756.0,,,,,125682787.2,22610459.53,,75962325.96,,990555090.2,,30247467.94,1153375828.0,,46080349.08,550194633.8,,,79069105.59,38879724.51,22781135.85,1019255475.0,,,,170705511.3,,6399237699.0,2932580201.0,36331136.35,959602906.4,1171521456.0,2580142638.0,101900000.0,862654199.4,954928761.0,53074242.22,1493906252.0,,,1456535413.0,98142356.71,,848461538.5,2572110229.0,,41622478.13,12749866667.0,,99602517.81,,14394912.13,213029679.7,8560000.0,,,,,,5032977192.0,8731526.53,1483652561.0,56424917.24,41861019.16,1939693409.0,,,,,234062029.6,3373741563.0,105316752.3,139821239.7,,297821236.4,304000000000.0,,1196251553.0,458562483.9,,,4181886467.0,167587250.3,408600000.0
1990,,1751153152.0,,,2050907629.0,,6704213698.0,1972701682.0,,39602347.38,4644324241.0,32817291.98,84465502.36,373023439.0,794520547.9,,,,4768750.0,137065127.5,9236296955.0,231168587.6,,156250839.8,,11414631847.0,4056408189.0,1031475584.0,10085081567.0,143973702.1,180577745.9,45933813.55,,889979074.5,0.0,,411409063.3,,42318768301.0,31116187.73,2649889473.0,47798904.44,904269155.2,202000000.0,2260645161.0,,11695038645.0,,785048309.2,2141300984.0,30542031.59,42589868779.0,,38943795645.0,,27612553.5,,3464911.112,,,3193376484.0,,132196105.0,3589328.49,67120949.03,,2670400.0,847389246.9,1613975396.0,10537035450.0,594006010.4,16474401698.0,,0.0,7375654517.0,20734625579.0,38609944.56,322429005.4,28800451682.0,,246456438.6,,29090909.09,10110714871.0,8961536461.0,,214361038.7,,,187023405.7,24165932.32,,96691368.64,,1069720492.0,,37948124.18,1327241698.0,,52155069.51,814025583.1,,,84598999.67,40181617.44,24312172.03,1125007856.0,,,,277297783.5,1142475980.0,7420849636.0,3394869435.0,37929191.13,1057749672.0,1447919376.0,2810101624.0,73100000.0,777066944.8,951481870.0,68691099.48,1540736842.0,,,1875087897.0,112234255.7,,790796703.3,1739025771.0,,95132735.43,16355466667.0,1177777778.0,118215709.0,,12387253.54,163886690.4,,,,,,,6169504240.0,14223211.66,1641781737.0,34341542.25,50748351.79,2214017705.0,,,,,247855881.5,5315413395.0,87154458.21,107006214.2,,328351062.0,306000000000.0,,737870454.7,511970136.4,,807070715.5,4364458204.0,139324047.3,416300000.0
1991,,1031247788.0,,,2858778842.0,,7023509067.0,1994055546.0,,42751758.83,4624500746.0,,69505542.22,381720110.1,232176386.6,,,,4732875.0,143643960.1,6694665295.0,245434285.5,,172269188.2,21598187.92,11338503299.0,4016764413.0,1038039494.0,9953641758.0,144168701.9,178198343.2,43891987.21,,911467589.2,0.0,,418387368.7,,39516328623.0,31774522.99,2671946671.0,33894298.95,565098062.6,209000000.0,1345757343.0,,11680263754.0,,529033816.4,2200991549.0,32482582.88,42702599011.0,,42074283749.0,,41427184.18,71764178.4,3996271.673,,,3146899035.0,,119310860.5,2031374.373,47398089.41,,2623227.387,722549153.4,1697029205.0,8622473881.0,624932658.1,17549594830.0,,0.0,10548894781.0,21585706772.0,31891976.66,433271745.1,32785415754.0,,191908506.3,,43294683.66,10956524348.0,12924377966.0,,229469731.0,25000000.0,,277389023.8,22308171.45,,107736089.1,,1148445710.0,,34707087.44,1599507028.0,,,942677085.2,,110838314.6,71803523.25,39440703.49,23704121.2,1571959986.0,144767719.8,,,243705781.0,67668345.5,7246192325.0,3287551636.0,35431485.71,989033810.0,1254811443.0,3067123794.0,78600000.0,697734627.8,913219741.9,52642141.66,1721995821.0,,,2115383815.0,197613496.8,,895631868.1,1377194085.0,,105333802.1,16355466667.0,1365798115.0,110014994.3,,23179749.72,145127188.6,,,,,,,6219460369.0,16006837.31,2893808463.0,,45904568.12,2598337174.0,,,,,260431030.7,5670666520.0,108141651.9,73561599.98,,268628014.6,280000000000.0,,983721953.4,427617814.1,,1028217917.0,3874415135.0,86247306.22,376050000.0
1992,,794138821.2,31559657.48,,3254455192.0,,6882091580.0,2139925322.0,11070110.7,38986476.43,4131298112.0,,71116618.56,427723625.0,255770911.5,,,,5292125.0,141441910.3,4993804467.0,251692787.5,,177986045.6,23185438.17,10788803124.0,4138043834.0,1168858391.0,12420300875.0,156797334.3,183796639.1,85527294.36,125617699.1,1102357227.0,0.0,,630127106.0,,41965836693.0,33625739.22,2837745377.0,63127240.84,1053301643.0,211000000.0,1415819974.0,,12250195430.0,,255343443.4,2075955550.0,30539125.34,45123086054.0,,40774938835.0,,41663996.04,55654040.29,3501687.892,,,3623052915.0,,153753024.3,3625349.994,,782003661.3,1743605.937,812017967.2,1887635966.0,8083231410.0,674035044.5,19732558015.0,,0.0,8262053674.0,22177090390.0,47192327.63,367745484.8,35999123576.0,,156036602.0,,62293735.89,11614665196.0,6316012045.0,102292611.3,442786331.1,22650000.0,,326765473.6,24237292.3,,123217456.2,,1228526553.0,,23102633.36,2000064622.0,,,1370457677.0,,33041891.2,59605412.17,39378674.16,25238116.38,1766520896.0,124561274.3,,,173657679.3,47200000.0,7904561273.0,3803684930.0,37607537.89,870398917.2,1517165150.0,3388776373.0,78800000.0,904617805.0,1078843704.0,58569676.66,1881935067.0,,,2532649406.0,169556285.2,,,831620409.6,,88570170.0,15360266667.0,183718440.7,109772868.1,,26661754.52,134193736.7,,,,,,281422738.5,6418628291.0,20976434.16,2976570156.0,35324074.77,49113686.85,2961769836.0,1037058.642,,,,289677115.2,6157947273.0,96907036.42,52331345.97,,366965197.8,305000000000.0,,992932485.0,332970309.4,,1306900026.0,3677406461.0,97756279.98,296350000.0
1993,,1774397877.0,39289843.43,,3368550452.0,9829763.866,6733829290.0,2115115267.0,77519379.84,36267402.59,3746042851.0,,60526975.63,471044672.3,282674243.3,,,,6130375.0,109897118.0,7099899155.0,233941291.9,,185671482.9,19144450.37,10268822622.0,3611212626.0,1291053676.0,12577165930.0,148635238.4,168175220.6,469173805.5,109477580.1,1529432893.0,0.0,,268277271.6,815585466.9,37215052110.0,31065546.56,2682011246.0,95993941.21,1276911083.0,276000000.0,1526165392.0,107737649.2,10041511353.0,13146559.88,163850000.0,1615424809.0,32041095.62,42590872342.0,,34085881363.0,,41004328.58,43956503.99,2556388.668,,,3364413330.0,,144445075.4,4436526.474,40592869.13,1168936759.0,1649639.306,735860385.6,1933304585.0,8253542581.0,597723765.6,1448177703.0,,0.0,8758471677.0,18242013901.0,44542579.54,391137488.4,41353936222.0,,105704527.3,,44626255.11,12377424873.0,2980065532.0,107643979.1,452979280.6,30450000.0,,354785171.2,22140684.39,20769763.77,108089199.8,17691507.97,1251786538.0,,37830790.82,2327305641.0,,44497338.99,2061809624.0,,14057102.96,59366482.2,30155786.96,25728062.72,1923398172.0,70155520.33,,,289231103.9,40210589.62,7054868962.0,3175583193.0,37041837.42,866788074.6,1439921977.0,3308760745.0,95200000.0,956586465.0,1173017500.0,68596992.16,2123378416.0,,,2192208142.0,157930499.3,,,722451519.7,7766720078.0,89436136.36,16451200000.0,257981093.9,119937986.2,,23339131.11,116470035.6,,,,,266899036.6,230303671.6,5011158320.0,23724347.71,1426095238.0,39200036.73,50147794.73,3156299863.0,23498175.22,,,22644876.75,276167134.9,7075086940.0,58725701.62,62636650.43,152233866.5,418919639.0,298000000000.0,,1287954761.0,297716380.0,,1535457656.0,3254313379.0,51128294.49,249800000.0
1994,,594991178.7,49649504.93,,3754724687.0,,7459696582.0,2227560550.0,43942747.06,41909745.03,3944101813.0,,30259093.49,547417522.2,241993434.8,,,,7899375.0,134595240.4,10591499118.0,261876080.2,,170433762.3,10689745.23,9577377640.0,3899275421.0,1466048832.0,10050586559.0,84071649.21,94517340.44,,,2005122888.0,0.0,,298469126.9,938252776.6,36330284517.0,30711058.34,2718790042.0,100956679.7,1334911648.0,291000000.0,1714409786.0,80198311.21,10092671257.0,25135735.38,148691674.3,1756338984.0,33665273.34,44392512323.0,,34493524143.0,,37823250.83,45871747.51,2316899.696,2016728.765,2379301.339,3587244914.0,,153011545.4,5485552.101,,1625222365.0,1599966.755,757131989.3,2239731575.0,8880551226.0,633699379.1,1703171536.0,,0.0,8780366219.0,18062459082.0,34218503.95,407863026.7,45285594083.0,106926893.0,117331482.6,12086953.61,107258619.0,13519265763.0,3296055513.0,116105380.4,637473438.6,39300000.0,,437032405.1,25853328.83,21062271.38,126000012.1,33900348.04,1365250019.0,,27580945.67,2888815805.0,,29898866.18,2801966892.0,,16393641.22,72864691.92,29488165.08,17060803.08,2120597807.0,56958995.16,,17471024.22,319694489.9,35401494.6,7137373801.0,3403291213.0,39252998.63,979531817.0,1520091027.0,3320617929.0,101000000.0,1111161731.0,1392199022.0,83255878.34,2251923178.0,,,2173634730.0,161100272.3,,,936686222.5,13547871733.0,40510575.39,14279733333.0,226167004.5,66146738.59,,26495551.69,109334519.6,,,,,299993419.1,237949504.1,5154504230.0,25804044.16,1636299776.0,22153979.16,25396024.89,3611133201.0,14182891.53,79583333.33,,24202817.59,297068854.7,5293173966.0,58375569.77,104127847.9,919044682.1,450443306.0,288000000000.0,86929824.56,939683231.4,431345012.2,,2353269332.0,3478582291.0,62869469.99,247900000.0
1995,,233843714.9,50907521.78,,3801950488.0,52228583.82,7665878446.0,2557834494.0,66159968.91,42108929.88,4449014835.0,,36862814.24,620095155.9,311147105.6,,,179081676.9,8052875.0,140760862.8,14318919608.0,285738475.2,,165873977.8,13014176.16,9176903908.0,4645360982.0,1827997369.0,12606229599.0,,113575532.7,,,2619338187.0,0.0,,298833385.5,1065352459.0,41158705095.0,29608206.12,3117966146.0,84449968.38,1234655192.0,475000000.0,1948876986.0,124996349.9,11439906271.0,36343487.58,122460147.5,1908986807.0,34700248.16,47768110000.0,,34247823782.0,,49054322.26,,2886551.708,2211919.911,3447875.179,4179913247.0,,158348657.5,5691560.614,,2060388930.0,2478871.189,612184817.1,2478753541.0,9754464630.0,702039703.1,2501544190.0,,0.0,8976693112.0,17185853004.0,35298829.61,299838515.5,49961673237.0,177686628.4,149096438.3,26712568.96,123101153.5,16085095679.0,3692435533.0,103704532.2,746264054.1,,,763663963.7,34373285.47,30453612.5,142256814.9,43560331.06,1437898701.0,13345789.4,27170664.12,1712924668.0,,40468959.11,3932079181.0,,21281148.79,33465088.27,31987855.25,11047717.5,2444098387.0,68236520.19,,18431407.12,639406630.6,35119851.46,8011539559.0,3508040839.0,39766584.51,1146415728.0,1513849155.0,3665932427.0,96600000.0,1413463629.0,1700402497.0,56405488.19,2719362634.0,,,2670121572.0,206926409.3,,,983140541.4,12741629470.0,56449336.72,13200266667.0,138756425.7,80915880.66,,25023304.59,111636298.9,,,,,629622682.6,334655022.9,5729770498.0,28769619.72,957899818.9,20034138.17,30852572.78,3849025896.0,5803400.646,135612612.6,,,342902458.4,6606245815.0,85513656.09,127002622.5,1046793431.0,523862025.5,279000000000.0,112678421.5,1198810237.0,,,805892377.9,3292446562.0,55265536.34,262900000.0
1996,,159741933.5,45713356.11,,3379138770.0,52410268.55,8202776517.0,2457903049.0,71606841.24,50893980.78,4241865968.0,,37141874.14,638958844.8,213616356.3,,,182805614.6,7965875.0,146963017.8,14073226545.0,328359479.2,,140560134.8,12196218.57,8615884471.0,4239447901.0,1904105834.0,14563240390.0,102660140.1,116936303.6,89269879.98,,4318552316.0,0.0,,448075909.3,1123923831.0,38989886649.0,24527208.38,3086224945.0,107001292.2,1452431008.0,419000000.0,2115742979.0,152271808.6,11294316855.0,41436607.71,126454733.2,2021797095.0,32851136.61,46403438584.0,,34490949485.0,67706683.56,44417812.62,,3929706.231,1897743.657,,4613167577.0,,141370462.9,5558340.16,,1938698897.0,,585271901.8,2874845238.0,9904672736.0,750987245.8,3550986964.0,,0.0,9601957420.0,20793128832.0,41791263.91,417489421.7,44047104680.0,241771205.9,170804816.3,28276956.35,113563610.9,16408665267.0,3241385529.0,78445466.01,735631013.6,,,767105591.7,28347308.31,42260000.0,141495421.6,38154934.56,1447128689.0,15354611.16,49442905.51,2063965155.0,130636725.9,39683160.27,4675441102.0,,21608196.89,36037790.98,37887510.75,20152203.02,2420963934.0,66463535.19,,17398035.78,701412878.6,31533400.51,7829004728.0,3537003416.0,39547026.04,1238271987.0,1437191157.0,3547799671.0,101200000.0,1396469289.0,1879303176.0,78744873.28,3083416787.0,,,2600849533.0,202012224.8,,,874451238.9,15826340652.0,73658822.76,13340000000.0,106332797.7,79774881.15,,18592815.28,110830676.2,,,,,641559871.1,329972648.3,6203436943.0,26486561.92,995089040.9,24826410.61,,3938047248.0,13458544.84,48549386.5,,,397469509.2,7512090796.0,101038489.5,135393564.5,1464905136.0,575652014.7,271000000000.0,172211545.7,733197556.0,,,416008632.4,2591787131.0,37835913.57,291650000.0
1997,,456780475.0,29825492.0,3335766741.0,3340670335.0,64062121.19,7936884917.0,2164802343.0,92086691.97,61870123.83,3684095389.0,,38549246.23,681915124.0,244369396.2,,,249384139.4,9395000.0,180200446.9,13934266552.0,369070790.2,,160507675.1,,7945140183.0,3498218851.0,2120702608.0,16104915232.0,93525611.26,118711118.8,83825040.92,,2988711261.0,0.0,,534141188.7,988324331.8,33217573925.0,26552855.32,2804317083.0,150664189.8,1752395278.0,499000000.0,2267650314.0,92756319.41,9865892241.0,53031652.18,225417105.1,1947002590.0,30962540.18,41308251985.0,,35674878363.0,44007707.13,45483310.22,44370189.81,4176388.698,1817811.122,,4573516492.0,,132112832.6,,,1797184681.0,,695972460.9,3231358571.0,11464883390.0,765305513.3,4642384616.0,,0.0,9693753398.0,20156102258.0,54854608.88,444287729.2,40634840608.0,236752278.4,175834896.9,31158797.7,103419601.2,14848484530.0,2454268845.0,67064556.58,678164279.5,,1251990817.0,698792770.9,28700335.94,75611000.0,134075768.0,37988313.15,1400949501.0,17410750.98,52544736.69,2394152398.0,83254172.21,40262546.07,4780529108.0,,18692594.36,42014622.82,41599441.57,26407487.14,2089087477.0,83659580.38,,17304328.31,818784525.3,30270700.5,6839136799.0,3253032488.0,42587851.99,1180888907.0,1482054616.0,3320238863.0,118000000.0,1178753608.0,1576447115.0,79556597.15,3192276377.0,,,2388687811.0,167982106.9,,,1074785782.0,17577353181.0,77272576.53,18126666667.0,97731859.32,70800402.28,,9490749.703,112211743.8,,914364967.9,,,499529506.7,290785271.8,5203218383.0,25662115.12,1046927961.0,16619008.38,,3264802658.0,19050989.36,106190591.1,,,358166577.8,7791986304.0,118603807.7,139615977.7,2068583952.0,575206289.5,276000000000.0,217747190.7,1541033864.0,,,397073042.4,2414137710.0,43362495.25,311400000.0
1998,,170278292.6,33638047.44,4010347175.0,3398699350.0,66757573.06,7107542891.0,2159796003.0,107262858.6,58736036.23,3664288413.0,,39494738.56,701585600.4,320389011.3,,,227586087.3,,228677000.4,14357357047.0,293977055.4,,181051047.4,,7748607984.0,3494250971.0,2112373123.0,17527989869.0,,137245911.5,26629667.19,,3389806738.0,0.0,,483748645.1,1166099773.0,33146457057.0,26704778.84,2846065338.0,159053096.3,1910962052.0,549000000.0,2372048406.0,263001685.7,10333417234.0,59919847.48,458549925.4,1959708814.0,22598926.93,40041139680.0,,36866288852.0,41084456.98,57453085.66,45034483.32,4049572.023,2900235.951,,4824257169.0,,139804367.7,,,1427264827.0,,618464380.0,972702125.1,11920610818.0,742402153.2,5479362942.0,,0.0,9145784898.0,20825125352.0,47640218.88,496473906.9,37849012643.0,242646223.1,171964013.3,26092304.3,83323986.09,10457957529.0,2282153592.0,33350210.56,693871897.5,,1443621758.0,733435634.7,27807021.35,138175000.0,143139739.1,42180166.5,1444959716.0,10613141.68,50446576.25,2480943604.0,78991291.13,41020286.4,5873097951.0,,19920839.93,49264817.34,25610687.83,14474120.37,1158657313.0,78912428.46,,22035691.04,1149684730.0,26271274.53,6836084823.0,3324939365.0,42273075.89,969356349.5,1318205462.0,3218881738.0,104000000.0,1141808874.0,1225561281.0,49720532.99,3491022616.0,,,2335597096.0,139262988.0,,,1254227893.0,7955730401.0,87091837.06,20861600000.0,259957570.1,75090854.85,,,110830676.2,,642122263.4,,,397592215.7,301139822.2,5132285182.0,25731330.54,1096039533.0,16103004.99,,2110239752.0,22613230.32,87510040.16,,,365849374.7,8781048158.0,134276958.1,154712531.5,1405161785.0,573248407.6,274000000000.0,,1450963992.0,,,384502730.3,1905656009.0,,306000000.0
1999,,1066588789.0,42784205.21,4233083730.0,3461730865.0,68234148.57,7770250653.0,2124379546.0,120262174.0,50571188.26,3598447520.0,17843134.39,41741175.48,737412573.6,357224539.6,,,165903848.9,,176744242.1,9866973919.0,258413177.9,,169578756.2,,8210778540.0,3146822887.0,2043134812.0,21027341242.0,,144704636.5,149277860.3,,3247296766.0,0.0,,289970367.0,1205931870.0,32604005638.0,26779052.56,2784881254.0,175000467.8,1826496570.0,296000000.0,2447978794.0,272856734.6,11113722490.0,73800541.32,703704869.5,1653905119.0,23811699.72,38897240331.0,,36453353008.0,25882678.36,59277760.9,55211186.39,3519056.437,,,5012285642.0,,123754165.2,,,1035949008.0,,702942491.1,1135147005.0,13895562461.0,741508607.8,6650285144.0,,0.0,8645271101.0,21016456910.0,45131071.75,511988716.5,43122898505.0,143905357.1,151917777.4,23133179.47,88172003.48,12095186824.0,2286352512.0,15382947.39,829663624.8,,1153487088.0,631014150.1,34078186.69,106450000.0,140758789.2,56568626.39,1207516610.0,5990984.994,45036442.92,2908141919.0,66236920.45,43852596.8,6950081056.0,,18021861.88,56516191.65,31959678.11,14402979.49,1663289474.0,105765957.2,,23550468.65,491671368.6,26927929.68,7026433290.0,3309198286.0,47484957.37,970306042.0,1340442133.0,3080764514.0,111600000.0,992217726.3,1341016654.0,35678026.43,3226555351.0,,,2406493740.0,116553254.9,,,955337577.0,6469035211.0,80852363.58,18320000000.0,429617897.4,78285006.15,,,114743701.1,,737469450.8,,,327169170.9,274841827.8,5148727432.0,25853264.11,1127632857.0,20951796.25,,2056847122.0,15126152.26,111923076.9,,,357013395.4,9951788874.0,128497943.6,159704570.3,941788284.1,574285890.7,281000000000.0,250071736.0,1408064716.0,,,395252957.3,1738036625.0,56113432.89,263400000.0
2000,,583621333.6,45362503.39,5875833901.0,3266633317.0,68052142.07,7273760313.0,1925557398.0,119575651.7,42321552.22,3190805233.0,14496275.16,36658539.05,740798160.0,351343204.9,,,140326204.7,7116125.0,173245422.5,11344032535.0,244205202.0,,184718394.6,,8299385231.0,2800146846.0,2103460610.0,22929764607.0,,123034343.9,132883821.7,,3027922793.0,0.0,,281160374.3,1157294085.0,28149990787.0,26025061.75,2392510831.0,246810843.7,1881163649.0,266000000.0,2627698334.0,230670129.9,10273779252.0,78313308.56,617541613.6,1558135250.0,32039537.35,33814262023.0,91295212.2,35254814799.0,18824291.43,50882608.24,45967931.21,3323532.172,9531360.608,,4564522446.0,,157848092.8,12585649.29,52462396.89,659775033.3,,715857664.8,1129542840.0,14287514241.0,694674774.3,8327053824.0,,0.0,9407761463.0,19878720932.0,43566232.49,529337094.5,45509673827.0,143527541.1,165584735.2,25794155.81,81025841.31,13801107024.0,2697075596.0,13717664.6,930016583.7,,1085534665.0,822127365.6,30555503.52,140400000.0,128192371.5,69990683.36,859151483.2,5090797.96,47210934.61,3323124172.0,69828947.91,43681247.68,9030564409.0,,24265559.55,55361458.44,37878312.26,11727501.44,1533157895.0,92397796.49,,20084946.68,368644109.5,30825265.68,5971807629.0,2922343510.0,51358135.31,858414919.5,1577243173.0,2973072722.0,0.0,912005730.7,1303077685.0,33606981.63,3146106713.0,,,2204256495.0,110248167.2,,,935569610.3,9228204144.0,61329857.12,19964266667.0,587267572.3,62361652.64,,23310804.35,110370320.3,,337080608.4,,,342322768.9,222391556.8,4789440137.0,24471060.53,897044908.7,21349034.24,,1881009454.0,10353281.16,,,,332389762.7,9993730197.0,135055952.6,141303025.9,1136716646.0,555968792.4,302000000000.0,115375384.6,1788322080.0,,,473664032.5,1891725013.0,,346300000.0
2001,,404299140.0,53232045.16,5797957794.0,3183591796.0,66247626.46,7043145895.0,1788798311.0,131963660.1,53230373.11,3036035472.0,13112535.62,36832965.23,705481695.2,406003542.8,,,177697841.7,7454662.5,184397571.0,10930231568.0,217667939.2,,210322093.6,,8375571425.0,2763655325.0,1893098224.0,27875387284.0,,124301708.4,,54445943.53,3264438192.0,0.0,,327627160.3,1182519922.0,27425257940.0,26048131.62,2525225825.0,305900328.0,2091627274.0,384000000.0,2834256230.0,166550245.4,10222074075.0,93818539.9,349808276.5,1479270879.0,32811655.82,33276659717.0,90036137.23,35331927360.0,23829967.87,32352140.5,87718398.82,2454230.2,6183163.515,,4428103552.0,,196765577.5,14371052.9,62951976.58,629464103.8,,845055673.8,919022697.8,14600642346.0,767778364.4,10378791766.0,,0.0,9607416508.0,19519381482.0,46374382.29,528926645.6,40757967234.0,221486206.5,195365005.5,22212067.21,70846940.89,12941850828.0,2685735278.0,12574570.78,958540630.2,,819747993.6,675016502.0,23390729.43,166875000.0,160284919.2,86966741.1,1470317615.0,5961865.823,65037565.45,3540226539.0,226303002.3,44881650.23,9464417217.0,,23124715.31,50619215.98,51852489.35,12681914.7,1934473684.0,96757182.45,,24828146.93,570632287.8,28193450.44,6200391943.0,2965973987.0,64701738.38,796636889.1,1819895969.0,2842046790.0,0.0,904235449.1,1122103992.0,25230765.6,3630645595.0,,,2324811411.0,91298893.93,,,985657655.7,11683151345.0,56885903.13,21026666667.0,388091317.4,68891286.82,,29911134.61,150651459.1,,494069226.5,,,393996598.3,271488790.4,4128046006.0,19665055.21,1022526578.0,26192330.83,,1724799637.0,12468225.56,,,13945440.72,335647906.8,7216051045.0,150728196.3,136157342.5,1088575173.0,523008311.4,313000000000.0,59760610.47,1911400137.0,,,540101498.8,1802262236.0,,286700000.0
2002,,438686245.4,58649352.5,5354118448.0,1114172483.0,64106405.65,7946766202.0,1881746741.0,139894091.9,44910067.05,3147146017.0,26000447.64,42468449.96,681816161.7,455950466.5,,241025517.6,204364237.4,7829937.5,160437935.8,9664561903.0,226182431.5,,223549258.8,10681962.96,8495399281.0,2882696762.0,1779553138.0,32137735649.0,,145626610.5,,70704230.2,3347522602.0,0.0,,242483491.0,1494390397.0,29333207849.0,33250994.54,2694082493.0,271663317.2,2100602521.0,505000000.0,2902768425.0,150764425.2,10270839019.0,122069530.7,288932333.5,1611406522.0,30914304.27,36403933933.0,94693165.45,39659529123.0,33975807.04,36975481.34,98084865.17,2259285.664,6363093.769,,4734177215.0,,158368119.3,16652243.46,63602176.06,733680739.1,,1079154824.0,1369857129.0,14749667252.0,811255940.9,3243891033.0,,0.0,10090890495.0,21610059762.0,56898147.1,521861777.2,39333708170.0,245956719.4,213894508.0,25933378.39,65182716.1,14101703315.0,2821521878.0,11435617.47,907462686.6,,452513614.8,571657950.2,19559896.4,181481441.2,153404545.7,147224840.2,1474874326.0,6978372.204,57743396.83,3479509029.0,106309576.7,49355225.63,11000356816.0,,25282128.41,53509586.96,36281137.41,14815169.79,2237894737.0,87992258.58,,20660327.01,896913201.4,34831910.07,6728153969.0,4065868548.0,85405885.72,865788853.0,1868465540.0,3273401893.0,0.0,839613251.8,1199121767.0,17020861.47,3776173214.0,,,2602230483.0,69892741.29,,760989011.0,1056136062.0,13943825063.0,51118614.12,18501866667.0,484607263.0,74361395.03,,27133961.88,161700000.0,,678511699.8,,,440059286.0,326959522.8,4354573015.0,18338440.52,1102912157.0,34290403.85,,1812993336.0,25577668.2,,,19492116.74,345424236.7,9050377182.0,140753561.8,142191594.1,1176355738.0,344263066.3,357000000000.0,45914432.99,1071363969.0,,,737366548.0,1766082898.0,,677000000.0
